"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD"
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-02-19",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-02-20",,,"0.00",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-02-21",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-02-22",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-02-23",,,"0.37",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-02-24",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-02-25",,,"0.50",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-02-26",,,"0.49",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-02-27",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-02-28",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-01",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-02",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-03",,,"0.04",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-04",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-05",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-06",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-07",,,"0.05",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-08",,,"0.03",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-09",,,"0.02",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-10",,,"0.64","0.8","0.8"
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-11",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-12",,,"0.00",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-13",,,"0.53","0.3","0.3"
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-14",,,"0.02",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-15",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-16",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-17",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-18",,,"0.10",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-19",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-20",,,"0.26",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-21",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-22",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-23",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-24",,,"0.38",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-25",,,"0.62",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-26",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-27",,,"0.04",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-28",,,"0.00",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-29",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-30",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-03-31",,,"0.00",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-01",,,"0.55",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-02",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-03",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-04",,,"0.12",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-05",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-06",,,"0.25",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-07",,,"0.21",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-08",,,"0.51",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-09",,,"0.02",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-10",,,"0.00",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-11",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-12",,,"0.02",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-13",,,"0.02",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-14",,,"0.00",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-15",,,"0.08",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-16",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-17",,,"0.12",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-18",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-19",,,"1.63",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-20",,,"0.00",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-21",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-22",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-23",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-24",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-25",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-26",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-27",,,"0.08",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-28",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-04-29",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-02",,,"0.16",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-03",,,"0.12",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-04",,,"0.03",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-05",,,"0.02",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-06",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-07",,,"1.10",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-08",,,"1.11",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-09",,,"0.00",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-10",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-11",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-12",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-13",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-14",,,"0.02",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-15",,,"0.12",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-16",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-17",,,"0.12",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-18",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-19",,,"0.80",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-20",,,"0.06",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-21",,,"0.43",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-22",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-23",,,"0.00",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-24",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-25",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-26",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-27",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-28",,,"0.21",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-29",,,"0.29",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-30",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-05-31",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-01",,,"0.11",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-02",,,"0.62",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-03",,,"1.00",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-04",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-05",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-06",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-07",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-08",,,"0.17",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-09",,,"0.67",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-10",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-11",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-12",,,"0.00",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-13",,,"0.11",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-14",,,"0.00",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-15",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-16",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-17",,,"0.19",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-18",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-19",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-20",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-21",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-22",,,"0.11",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-23",,,"0.10",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-24",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-25",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-26",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-27",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-28",,,"0.42",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-06-29",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-02","    3","0.00",,,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-03",,,"0.00",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-04",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-05",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-06",,,"0.04",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-07",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-08",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-09",,,"0.01",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-10",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-11",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-12",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-13",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-14",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-15",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-16",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-17",,,"0.89",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-18",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-19",,,"0.38",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-20",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-21",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-22",,,"1.09",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-23",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-24",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-25",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-26",,,"0.39",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-27",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-28",,,"0.34",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-29",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-30",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-07-31",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-01",,,"0.24",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-02",,,"0.01",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-03",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-04",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-05",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-06",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-07",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-08",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-09",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-10",,,"0.40","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-11",,,"0.00",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-12",,,"0.13",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-13",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-14",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-15",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-16",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-17",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-18",,,"0.20",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-19",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-20",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-21",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-22",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-23",,,"0.04",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-24",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-25",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-26",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-27",,,"0.25",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-28",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-29",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-30",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-08-31",,,"0.03",,
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-09-01",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-09-02",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-09-03",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-09-04",,,"0.00","0.0",
"US1NYNS0042","ALBERTSON 0.2 SSE, NY US","2022-09-05",,,"0.00","0.0",
